SetID,ParticleID,StripeID,StripeSubID,Seconds,Fluo,StripeCenter,AP,x,y
3,41,5,1,366.72,50309,0.6316,0.6585,201,237
3,41,5,1,397.27,62882,0.6316,0.65603,208,240
3,41,5,1,431.91,54576,0.6316,0.65598,208,237
3,41,5,1,442.04,45955,0.6316,0.65565,209,239
3,41,5,1,482.76,51259,0.6316,0.65634,207,237
3,41,5,1,543.7,55310,0.6316,0.6568,206,243
3,41,5,1,586.82,68692,0.6316,0.65616,208,248
3,41,5,1,597.17,50129,0.6316,0.65651,207,247
3,41,5,1,688.81,95907,0.6316,0.65829,202,246
3,41,5,1,699.03,84251,0.6316,0.65903,200,247
3,41,5,1,709.24,65611,0.6316,0.66013,197,248
3,41,5,1,719.43,94180,0.6316,0.65939,199,247
3,41,5,1,739.93,59452,0.6316,0.65902,200,246
3,41,5,1,750.67,81826,0.6316,0.65975,198,247
3,41,5,1,760.86,49409,0.6316,0.66046,196,246
3,41,5,1,811.9,69598,0.6316,0.66259,190,244
3,42,5,1,397.27,70579,0.6316,0.65647,204,180
3,42,5,1,407.42,76464,0.6316,0.65687,203,182
3,42,5,1,417.61,67703,0.6316,0.65577,206,181
3,42,5,1,431.91,94330,0.6316,0.65683,203,180
3,42,5,1,442.04,96553,0.6316,0.65613,205,181
3,42,5,1,452.19,95355,0.6316,0.65687,203,182
3,42,5,1,462.34,64850,0.6316,0.65616,205,183
3,42,5,1,472.54,93967,0.6316,0.65616,205,183
3,42,5,1,482.76,1.33e+05,0.6316,0.65726,202,184
3,42,5,1,492.9,99823,0.6316,0.65621,205,186
3,42,5,1,503.08,1.1297e+05,0.6316,0.65693,203,186
3,42,5,1,513.26,91314,0.6316,0.65692,203,185
3,42,5,1,523.44,62912,0.6316,0.65728,202,185
3,42,5,1,533.57,65953,0.6316,0.65693,203,186
3,42,5,1,543.7,34061,0.6316,0.65623,205,187
3,42,5,1,648.18,28537,0.6316,0.66015,194,184
3,42,5,1,739.93,55413,0.6316,0.66154,190,181
3,42,5,1,1613,42315,0.6316,0.66635,176,166
3,42,5,1,1643.6,56483,0.6316,0.66748,173,169
3,42,5,1,1653.7,48520,0.6316,0.66677,175,170
3,42,5,1,1663.9,41617,0.6316,0.66891,169,168
3,42,5,1,1674,46229,0.6316,0.66748,173,169
3,42,5,1,1704.6,33997,0.6316,0.6671,174,168
3,42,5,1,1785.9,59079,0.6316,0.66772,172,162
3,42,5,1,1796.1,30809,0.6316,0.66882,169,163
3,42,5,1,1806.3,39425,0.6316,0.66809,171,162
3,42,5,1,1835.7,44921,0.6316,0.66841,170,160
3,42,5,1,1845.8,46593,0.6316,0.66953,167,162
3,42,5,1,1856,60119,0.6316,0.6692,168,164
3,42,5,1,1866.2,62209,0.6316,0.66777,172,165
3,42,5,1,1876.4,46880,0.6316,0.66843,170,161
3,42,5,1,1907,47364,0.6316,0.66767,172,159
3,42,5,1,2240.7,52345,0.6316,0.66715,173,149
3,42,5,1,2261.1,48021,0.6316,0.66718,173,151
3,43,5,0,417.61,78445,0.6316,0.6258,288,159
3,43,5,0,431.91,1.0801e+05,0.6316,0.62614,287,158
3,43,5,0,442.04,93161,0.6316,0.62581,288,160
3,43,5,0,452.19,1.0598e+05,0.6316,0.62613,287,157
3,43,5,0,462.34,85802,0.6316,0.62576,288,157
3,43,5,0,472.54,1.1197e+05,0.6316,0.62614,287,158
3,43,5,0,482.76,86559,0.6316,0.62649,286,157
3,43,5,0,492.9,1.0489e+05,0.6316,0.62647,286,156
3,43,5,0,503.08,83554,0.6316,0.62719,284,156
3,43,5,0,513.26,71736,0.6316,0.62754,283,155
3,43,5,0,523.44,50482,0.6316,0.62719,284,156
3,43,5,0,543.7,86563,0.6316,0.62716,284,154
3,43,5,0,1613,46655,0.6316,0.63492,262,143
3,43,5,0,1623.1,46167,0.6316,0.63529,261,144
3,43,5,0,1633.3,70351,0.6316,0.63457,263,144
3,43,5,0,1643.6,82086,0.6316,0.6349,262,142
3,43,5,0,1653.7,73920,0.6316,0.63566,260,144
3,43,5,0,1663.9,73789,0.6316,0.63676,257,145
3,43,5,0,1674,65630,0.6316,0.63634,258,142
3,43,5,0,1684.2,54502,0.6316,0.63634,258,142
3,43,5,0,1694.4,87382,0.6316,0.63667,257,140
3,43,5,0,1704.6,73279,0.6316,0.63702,256,139
3,43,5,0,1714.8,80733,0.6316,0.63739,255,140
3,43,5,0,1725,66505,0.6316,0.63734,255,137
3,43,5,0,1735.1,37139,0.6316,0.63664,257,138
3,43,5,0,1745.3,43377,0.6316,0.63661,257,136
3,43,5,0,1755.5,39363,0.6316,0.63771,254,137
3,43,5,0,1856,59023,0.6316,0.63693,256,134
3,43,5,0,1866.2,68816,0.6316,0.63657,257,134
3,43,5,0,1876.4,97288,0.6316,0.6369,256,132
3,43,5,0,1886.6,93802,0.6316,0.63685,256,129
3,43,5,0,1896.8,80396,0.6316,0.6369,256,132
3,43,5,0,1907,1.1462e+05,0.6316,0.63764,254,133
3,43,5,0,1917.2,89106,0.6316,0.63652,257,131
3,43,5,0,1927.3,1.0026e+05,0.6316,0.63654,257,132
3,43,5,0,1937.6,91804,0.6316,0.63656,257,133
3,43,5,0,1947.7,90660,0.6316,0.63649,257,129
3,43,5,0,1957.9,59246,0.6316,0.63614,258,130
3,43,5,0,1968.1,47127,0.6316,0.63726,255,132
3,43,5,0,1978.2,66474,0.6316,0.63685,256,129
3,43,5,0,2067.9,34274,0.6316,0.63788,253,126
3,43,5,0,2078.1,61399,0.6316,0.63826,252,127
3,43,5,0,2108.7,68338,0.6316,0.63685,256,129
3,43,5,0,2118.8,82814,0.6316,0.63756,254,128
3,43,5,0,2129,94197,0.6316,0.63646,257,127
3,43,5,0,2139.1,95867,0.6316,0.63714,255,125
3,43,5,0,2149.2,79788,0.6316,0.63752,254,126
3,43,5,0,2159.4,1.2137e+05,0.6316,0.63792,253,128
3,43,5,0,2169.6,1.2657e+05,0.6316,0.63752,254,126
3,43,5,0,2179.8,1.0949e+05,0.6316,0.63828,252,128
3,43,5,0,2190,1.0674e+05,0.6316,0.63792,253,128
3,43,5,0,2200.2,89114,0.6316,0.63719,255,128
3,43,5,0,2210.3,86297,0.6316,0.63757,254,129
3,43,5,0,2220.5,1.101e+05,0.6316,0.63759,254,130
3,43,5,0,2230.6,95674,0.6316,0.63688,256,131
3,43,5,0,2250.9,84542,0.6316,0.63647,257,128
3,44,4,1,431.91,45602,0.56849,0.58883,391,172
3,44,4,1,442.04,43879,0.56849,0.58852,392,175
3,44,4,1,452.19,54710,0.56849,0.58847,392,172
3,44,4,1,462.34,42673,0.56849,0.58849,392,173
3,44,4,1,472.54,41530,0.56849,0.58816,393,175
3,44,4,1,492.9,76357,0.56849,0.58816,393,175
3,44,4,1,543.7,72568,0.56849,0.58849,392,173
3,44,4,1,565.91,63510,0.56849,0.58883,391,172
3,44,4,1,576.59,62218,0.56849,0.58886,391,174
3,44,4,1,739.93,37993,0.56849,0.59032,387,175
3,44,4,1,771.11,40669,0.56849,0.59067,386,174
3,44,4,1,791.5,56631,0.56849,0.59105,385,175
3,44,4,1,801.71,49728,0.56849,0.59141,384,175
3,44,4,1,811.9,47052,0.56849,0.59141,384,175
3,44,4,1,841.62,69135,0.56849,0.59031,387,174
3,44,4,1,851.79,61941,0.56849,0.59139,384,174
3,44,4,1,872.14,75301,0.56849,0.59103,385,174
3,44,4,1,892.55,38728,0.56849,0.59067,386,174
3,44,4,1,902.73,59931,0.56849,0.59105,385,175
3,44,4,1,923.16,37065,0.56849,0.59141,384,175
3,44,4,1,933.32,57533,0.56849,0.59139,384,174
3,44,4,1,943.47,34365,0.56849,0.59178,383,176
3,44,4,1,953.64,50714,0.56849,0.59249,381,175
3,44,4,1,963.81,63822,0.56849,0.59211,382,174
3,44,4,1,973.99,76604,0.56849,0.59213,382,175
3,44,4,1,1004.6,1.0784e+05,0.56849,0.59211,382,174
3,44,4,1,1014.8,1.2638e+05,0.56849,0.59211,382,174
3,44,4,1,1024.9,1.1332e+05,0.56849,0.59139,384,174
3,44,4,1,1035.1,1.1053e+05,0.56849,0.59247,381,174
3,44,4,1,1045.3,1.0495e+05,0.56849,0.59249,381,175
3,44,4,1,1055.5,83687,0.56849,0.5921,382,173
3,44,4,1,1065.7,1.0382e+05,0.56849,0.59244,381,172
3,44,4,1,1075.9,96425,0.56849,0.59208,382,172
3,44,4,1,1086.1,79670,0.56849,0.59206,382,171
3,44,4,1,1096.2,65548,0.56849,0.5921,382,173
3,44,4,1,1126.6,77759,0.56849,0.59247,381,174
3,44,4,1,1136.8,82385,0.56849,0.59172,383,172
3,45,4,0,431.91,34790,0.56849,0.56018,465,56
3,45,4,0,892.55,34818,0.56849,0.56044,464,50
3,45,4,0,1177.6,47184,0.56849,0.56003,465,47
3,45,4,0,1196.9,62784,0.56849,0.56007,465,49
3,45,4,0,1207.6,69949,0.56849,0.56077,463,48
3,45,4,0,1217.8,81429,0.56849,0.56,465,45
3,45,4,0,1228,1.1093e+05,0.56849,0.56033,464,43
3,45,4,0,1238.1,1.2372e+05,0.56849,0.56031,464,42
3,45,4,0,1248.3,1.1302e+05,0.56849,0.55926,467,44
3,45,4,0,1258.5,1.2042e+05,0.56849,0.55931,467,47
3,45,4,0,1268.6,1.1728e+05,0.56849,0.55892,468,45
3,45,4,0,1278.8,62742,0.56849,0.55966,466,46
3,45,4,0,1299.1,71806,0.56849,0.55823,470,47
3,45,4,0,1309.2,70909,0.56849,0.55931,467,47
3,45,4,0,1319.4,83064,0.56849,0.55931,467,47
3,45,4,0,1329.6,77964,0.56849,0.55969,466,48
3,45,4,0,1552.6,47271,0.56849,0.55975,465,30
3,45,4,0,1562.8,50566,0.56849,0.55942,466,32
3,45,4,0,1581.9,54986,0.56849,0.55836,469,33
3,45,4,0,1592.6,70871,0.56849,0.55726,472,32
3,45,4,0,1602.8,60065,0.56849,0.55767,471,35
3,45,4,0,1623.1,44449,0.56849,0.55755,471,28
3,45,4,0,1633.3,65603,0.56849,0.55939,466,30
3,45,4,0,1643.6,53141,0.56849,0.55903,467,30
3,45,4,0,1653.7,74280,0.56849,0.55901,467,29
3,45,4,0,1674,58402,0.56849,0.5597,465,27
3,45,4,0,1694.4,92281,0.56849,0.55894,467,25
3,45,4,0,1704.6,92127,0.56849,0.55934,466,27
3,45,4,0,1714.8,1.0907e+05,0.56849,0.55968,465,26
3,45,4,0,1725,83849,0.56849,0.55967,465,25
3,45,4,0,1735.1,1.2342e+05,0.56849,0.55891,467,23
3,45,4,0,1745.3,95924,0.56849,0.55926,466,22
3,45,4,0,1755.5,87987,0.56849,0.55926,466,22
3,45,4,0,1765.6,1.1298e+05,0.56849,0.56034,463,22
3,45,4,0,1775.8,1.1091e+05,0.56849,0.55924,466,21
3,45,4,0,1785.9,1.1761e+05,0.56849,0.5603,463,20
3,45,4,0,1796.1,1.101e+05,0.56849,0.55996,464,21
3,45,4,0,1806.3,1.0388e+05,0.56849,0.56032,463,21
3,45,4,0,1824.9,80837,0.56849,0.55993,464,19
3,45,4,0,1835.7,84413,0.56849,0.55957,465,19
3,45,4,0,1845.8,65411,0.56849,0.55958,465,20
3,45,4,0,1856,80256,0.56849,0.55917,466,17
3,45,4,0,1866.2,59789,0.56849,0.55993,464,19
3,45,4,0,1876.4,76955,0.56849,0.55919,466,18
3,45,4,0,1886.6,85397,0.56849,0.56024,463,16
3,45,4,0,1896.8,73154,0.56849,0.5606,462,16
3,45,4,0,1907,1.1297e+05,0.56849,0.56094,461,15
3,45,4,0,1917.2,1.126e+05,0.56849,0.56019,463,13
3,45,4,0,1937.6,1.4471e+05,0.56849,0.56163,459,13
3,45,4,0,1947.7,1.1412e+05,0.56849,0.56199,458,13
3,45,4,0,1957.9,1.4721e+05,0.56849,0.5617,459,17
3,45,4,0,1968.1,1.176e+05,0.56849,0.56163,459,13
3,46,6,0,442.04,52558,0.69696,0.68161,131,107
3,46,6,0,462.34,61296,0.69696,0.683,127,104
3,46,6,0,472.54,53902,0.69696,0.68266,128,105
3,46,6,0,492.9,49826,0.69696,0.68335,126,103
3,46,6,0,503.08,67129,0.69696,0.6834,126,106
3,46,6,0,513.26,46917,0.69696,0.68446,123,105
3,46,6,0,533.57,57919,0.69696,0.6852,121,106
3,46,6,0,565.91,39567,0.69696,0.68591,119,105
3,46,6,0,576.59,54992,0.69696,0.68556,120,106
3,46,6,0,872.14,23005,0.69696,0.69208,102,107
3,46,6,0,892.55,40546,0.69696,0.69098,105,106
3,46,6,0,1004.6,66942,0.69696,0.6921,102,108
3,46,6,0,1014.8,79042,0.69696,0.69132,104,105
3,46,6,0,1024.9,51307,0.69696,0.69098,105,106
3,46,6,0,1035.1,87407,0.69696,0.691,105,107
3,46,6,0,1045.3,84197,0.69696,0.69062,106,106
3,46,6,0,1065.7,76785,0.69696,0.69093,105,103
3,46,6,0,1075.9,72702,0.69696,0.69095,105,104
3,46,6,0,1086.1,57050,0.69696,0.69093,105,103
3,46,6,0,1096.2,71230,0.69696,0.69026,107,106
3,46,6,0,1126.6,77600,0.69696,0.69062,106,106
3,46,6,0,1886.6,65036,0.69696,0.69304,98,78
3,46,6,0,1896.8,60539,0.69696,0.69379,96,80
3,46,6,0,1917.2,57534,0.69696,0.69376,96,78
3,46,6,0,1927.3,64162,0.69696,0.69297,98,74
3,46,6,0,1937.6,63412,0.69696,0.69335,97,75
3,46,6,0,1947.7,97954,0.69696,0.69407,95,75
3,46,6,0,1957.9,53693,0.69696,0.69335,97,75
3,46,6,0,1978.2,78898,0.69696,0.69265,99,76
3,46,6,0,1988.4,78333,0.69696,0.69263,99,75
3,46,6,0,1998.6,1.2913e+05,0.69696,0.69369,96,74
3,46,6,0,2036.9,74179,0.69696,0.69266,99,77
3,46,6,0,2047.6,64608,0.69696,0.69263,99,75
3,46,6,0,2057.8,77313,0.69696,0.6923,100,77
3,46,6,0,2067.9,82820,0.69696,0.69233,100,79
3,46,6,0,2078.1,62105,0.69696,0.69232,100,78
3,46,6,0,2088.3,1.0305e+05,0.69696,0.69304,98,78
3,46,6,0,2098.5,87676,0.69696,0.69265,99,76
3,46,6,0,2108.7,1.0087e+05,0.69696,0.69228,100,76
3,46,6,0,2118.8,1.3273e+05,0.69696,0.69228,100,76
3,46,6,0,2129,1.4214e+05,0.69696,0.69155,102,75
3,46,6,0,2139.1,1.0298e+05,0.69696,0.69227,100,75
3,46,6,0,2149.2,1.6692e+05,0.69696,0.69225,100,74
3,46,6,0,2159.4,1.1236e+05,0.69696,0.69191,101,75
3,46,6,0,2169.6,1.216e+05,0.69696,0.6912,103,76
3,46,6,0,2179.8,1.426e+05,0.69696,0.69148,102,71
3,46,6,0,2190,1.4361e+05,0.69696,0.69186,101,72
3,46,6,0,2200.2,99264,0.69696,0.69112,103,71
3,46,6,0,2210.3,85131,0.69696,0.69043,105,73
3,46,6,0,2220.5,53779,0.69696,0.69043,105,73
3,46,6,0,2312,51681,0.69696,0.69077,104,72
3,46,6,0,2334.9,58449,0.69696,0.69003,106,71
3,46,6,0,2345.5,63330,0.69696,0.69079,104,73
3,46,6,0,2355.7,52326,0.69696,0.69082,104,75
3,46,6,0,2365.9,78241,0.69696,0.69046,105,75
3,46,6,0,2376.1,1.3012e+05,0.69696,0.69082,104,75
3,46,6,0,2386.3,1.463e+05,0.69696,0.69151,102,73
3,46,6,0,2396.5,1.2704e+05,0.69696,0.69153,102,74
3,46,6,0,2406.7,1.257e+05,0.69696,0.69153,102,74
3,46,6,0,2416.8,1.858e+05,0.69696,0.69118,103,75
3,46,6,0,2427,1.7122e+05,0.69696,0.6915,102,72
3,46,6,0,2437.2,1.7637e+05,0.69696,0.69153,102,74
3,46,6,0,2447.4,1.8389e+05,0.69696,0.69077,104,72
3,46,6,0,2457.5,1.5299e+05,0.69696,0.69113,103,72
3,46,6,0,2467.7,1.3876e+05,0.69696,0.69115,103,73
3,46,6,0,2477.9,1.1045e+05,0.69696,0.69081,104,74
3,46,6,0,2488.1,1.1725e+05,0.69696,0.69081,104,74
3,46,6,0,2498.2,1.0542e+05,0.69696,0.69082,104,75
3,46,6,0,2508.5,88973,0.69696,0.69005,106,72
3,46,6,0,2518.7,1.1501e+05,0.69696,0.69045,105,74
3,46,6,0,2528.8,1.161e+05,0.69696,0.69043,105,73
3,46,6,0,2539,1.1556e+05,0.69696,0.69218,100,70
3,46,6,0,2549.2,1.122e+05,0.69696,0.69151,102,73
3,46,6,0,2559.4,1.0531e+05,0.69696,0.69115,103,73
3,46,6,0,2569.7,78195,0.69696,0.69082,104,75
3,46,6,0,2579.9,1.1419e+05,0.69696,0.69117,103,74
3,46,6,0,2590.1,1.2843e+05,0.69696,0.69079,104,73
3,46,6,0,2600.3,87720,0.69696,0.6904,105,71
3,46,6,0,2610.4,1.2482e+05,0.69696,0.69108,103,69
3,46,6,0,2620.6,1.1719e+05,0.69696,0.69138,102,65
3,46,6,0,2630.8,1.4386e+05,0.69696,0.69136,102,64
3,46,6,0,2641,1.3053e+05,0.69696,0.6914,102,66
3,46,6,0,2651.1,1.7551e+05,0.69696,0.69133,102,62
3,46,6,0,2661.3,1.4431e+05,0.69696,0.69097,103,62
3,46,6,0,2671.4,1.7408e+05,0.69696,0.69167,101,61
3,46,6,0,2681.7,1.9157e+05,0.69696,0.69097,103,62
3,46,6,0,2691.8,1.6296e+05,0.69696,0.69167,101,61
3,46,6,0,2702,1.5979e+05,0.69696,0.69095,103,61
3,46,6,0,2712.2,1.8064e+05,0.69696,0.69207,100,63
3,46,6,0,2722.4,1.6334e+05,0.69696,0.69097,103,62
3,46,6,0,2732.5,1.9883e+05,0.69696,0.69026,105,63
3,46,6,0,2742.7,1.5032e+05,0.69696,0.69093,103,60
3,46,6,0,2752.9,1.8225e+05,0.69696,0.69054,104,58
3,46,6,0,2763,1.5545e+05,0.69696,0.69057,104,60
3,46,6,0,2773.2,1.2055e+05,0.69696,0.69056,104,59
3,46,6,0,2783.4,1.5075e+05,0.69696,0.69088,103,57
3,46,6,0,2793.6,1.0249e+05,0.69696,0.69085,103,55
3,46,6,0,2803.8,96046,0.69696,0.6898,106,57
3,46,6,0,2824.2,68400,0.69696,0.68982,106,58
3,46,6,0,2834.4,63235,0.69696,0.68837,110,58
3,46,6,0,2844.5,61957,0.69696,0.68911,108,59
3,46,6,0,2854.7,84600,0.69696,0.68875,109,59
3,46,6,0,2864.9,51121,0.69696,0.68836,110,57
3,46,6,0,2885.2,91847,0.69696,0.68805,111,60
3,46,6,0,2895.4,76094,0.69696,0.68841,110,60
3,46,6,0,2905.5,80638,0.69696,0.68877,109,60
3,46,6,0,2915.7,96271,0.69696,0.68837,110,58
3,46,6,0,2925.9,1.1657e+05,0.69696,0.68695,114,59
3,46,6,0,2936.1,1.5336e+05,0.69696,0.68767,112,59
3,46,6,0,2946.3,1.1649e+05,0.69696,0.68621,116,58
3,46,6,0,2956.5,1.7075e+05,0.69696,0.68691,114,57
3,46,6,0,2966.7,1.6068e+05,0.69696,0.68616,116,55
3,46,6,0,2976.9,1.9416e+05,0.69696,0.68619,116,57
3,46,6,0,2987.2,2.0504e+05,0.69696,0.68616,116,55
3,47,5,0,462.34,41632,0.6316,0.61657,309,60
3,47,5,0,472.54,43619,0.6316,0.61653,309,58
3,47,5,0,492.9,80357,0.6316,0.61724,307,57
3,47,5,0,503.08,84329,0.6316,0.61652,309,57
3,47,5,0,523.44,42747,0.6316,0.61793,305,55
3,47,5,0,533.57,68465,0.6316,0.61757,306,55
3,47,5,0,565.91,49399,0.6316,0.61968,300,52
3,47,5,0,1674,56904,0.6316,0.62791,276,26
3,47,5,0,1694.4,61316,0.6316,0.62717,278,25
3,47,5,0,1704.6,29552,0.6316,0.6286,274,24
3,47,5,0,1714.8,60740,0.6316,0.62896,273,24
3,47,5,0,1824.9,55871,0.6316,0.62998,270,20
3,47,5,0,1866.2,30806,0.6316,0.63063,268,16
3,48,6,-1,472.54,92836,0.69696,0.6589,195,131
3,48,6,-1,482.76,94597,0.69696,0.65892,195,132
3,48,6,-1,492.9,72444,0.69696,0.65923,194,129
3,48,6,-1,503.08,1.1675e+05,0.69696,0.65887,195,129
3,48,6,-1,513.26,63325,0.69696,0.65844,196,125
3,48,6,-1,523.44,84466,0.69696,0.65956,193,127
3,48,6,-1,533.57,48963,0.69696,0.6592,194,127
3,48,6,-1,543.7,84280,0.69696,0.66033,191,130
3,48,6,-1,586.82,70469,0.69696,0.661,189,127
3,48,6,-1,597.17,66926,0.69696,0.66243,185,126
3,48,6,-1,607.42,59608,0.69696,0.66281,184,127
3,48,6,-1,2539,50854,0.69696,0.6683,167,88
3,48,6,-1,2549.2,68617,0.69696,0.66864,166,87
3,48,6,-1,2590.1,37995,0.69696,0.66721,170,88
3,48,6,-1,2600.3,47194,0.69696,0.66682,171,86
3,48,6,-1,2610.4,43319,0.69696,0.66723,170,89
3,48,6,-1,2620.6,42845,0.69696,0.66616,173,90
3,48,6,-1,2763,62595,0.69696,0.66784,168,82
3,48,6,-1,2773.2,63146,0.69696,0.66744,169,80
3,48,6,-1,2783.4,59773,0.69696,0.66749,169,83
3,48,6,-1,2793.6,90130,0.69696,0.6668,171,85
3,48,6,-1,2803.8,76684,0.69696,0.66721,170,88
3,48,6,-1,2814,95756,0.69696,0.66684,171,87
3,48,6,-1,2824.2,93127,0.69696,0.66761,169,90
3,48,6,-1,2834.4,76776,0.69696,0.6668,171,85
3,48,6,-1,2844.5,60679,0.69696,0.66647,172,87
3,48,6,-1,2854.7,65181,0.69696,0.66718,170,86
3,48,6,-1,2864.9,52007,0.69696,0.66754,169,86
3,48,6,-1,2875,73376,0.69696,0.66682,171,86
3,48,6,-1,2885.2,49896,0.69696,0.66685,171,88
3,48,6,-1,2915.7,72624,0.69696,0.66572,174,85
3,48,6,-1,2925.9,95142,0.69696,0.66649,172,88
3,48,6,-1,2936.1,61425,0.69696,0.6669,171,91
3,48,6,-1,2946.3,80752,0.69696,0.66644,172,85
3,48,6,-1,2956.5,70420,0.69696,0.66685,171,88
3,48,6,-1,2966.7,82546,0.69696,0.66725,170,90
3,48,6,-1,2976.9,90517,0.69696,0.66689,171,90
3,48,6,-1,2987.2,65492,0.69696,0.66721,170,88
3,49,4,1,472.54,31996,0.56849,0.58878,394,234
3,49,4,1,973.99,35804,0.56849,0.59359,381,241
3,49,4,1,984.19,51465,0.56849,0.59397,380,242
3,49,4,1,994.36,62523,0.56849,0.59505,377,242
3,49,4,1,1004.6,64364,0.56849,0.59469,378,242
3,49,4,1,1014.8,54284,0.56849,0.59469,378,242
3,49,4,1,1024.9,74741,0.56849,0.59503,377,241
3,49,4,1,1035.1,55327,0.56849,0.59464,378,239
3,49,4,1,1055.5,62638,0.56849,0.59361,381,242
3,49,4,1,1065.7,39694,0.56849,0.59362,381,243
3,49,4,1,1075.9,38626,0.56849,0.59436,379,244
3,49,4,1,1086.1,42787,0.56849,0.59364,381,244
3,50,5,-1,482.76,70373,0.6316,0.6033,354,239
3,50,5,-1,492.9,98358,0.6316,0.60325,354,236
3,50,5,-1,503.08,1.2312e+05,0.6316,0.60327,354,237
3,50,5,-1,513.26,1.218e+05,0.6316,0.60401,352,238
3,50,5,-1,523.44,1.2436e+05,0.6316,0.60473,350,238
3,50,5,-1,533.57,1.0089e+05,0.6316,0.6037,353,241
3,50,5,-1,543.7,1.0144e+05,0.6316,0.60403,352,239
3,50,5,-1,576.59,69279,0.6316,0.60411,352,244
3,50,5,-1,597.17,56492,0.6316,0.60444,351,242
3,50,5,-1,607.42,60084,0.6316,0.60485,350,245
3,50,5,-1,627.79,69076,0.6316,0.60557,348,245
3,50,5,-1,882.33,86376,0.6316,0.61059,334,243
3,50,5,-1,892.55,74377,0.6316,0.60989,336,244
3,50,5,-1,902.73,48717,0.6316,0.61059,334,243
3,50,5,-1,912.97,70636,0.6316,0.61166,331,242
3,50,5,-1,923.16,92558,0.6316,0.6113,332,242
3,50,5,-1,933.32,63379,0.6316,0.61202,330,242
3,50,5,-1,943.47,87019,0.6316,0.6113,332,242
3,50,5,-1,953.64,56471,0.6316,0.61054,334,240
3,50,5,-1,973.99,88897,0.6316,0.61126,332,240
3,50,5,-1,984.19,57102,0.6316,0.61052,334,239
3,50,5,-1,1024.9,30622,0.6316,0.61125,332,239
3,50,5,-1,2019,41478,0.6316,0.61267,327,216
3,50,5,-1,2036.9,56623,0.6316,0.61226,328,213
3,50,5,-1,2047.6,68652,0.6316,0.61332,325,212
3,50,5,-1,2057.8,1.027e+05,0.6316,0.61334,325,213
3,50,5,-1,2067.9,1.1175e+05,0.6316,0.61227,328,214
3,50,5,-1,2078.1,1.1414e+05,0.6316,0.61296,326,212
3,50,5,-1,2088.3,1.2408e+05,0.6316,0.61296,326,212
3,50,5,-1,2098.5,83848,0.6316,0.61258,327,211
3,50,5,-1,2108.7,1.5149e+05,0.6316,0.61296,326,212
3,50,5,-1,2118.8,1.165e+05,0.6316,0.61365,324,210
3,50,5,-1,2129,96967,0.6316,0.61363,324,209
3,50,5,-1,2139.1,83933,0.6316,0.6136,324,207
3,50,5,-1,2149.2,70594,0.6316,0.61324,325,207
3,50,5,-1,2159.4,32433,0.6316,0.6129,326,208
3,50,5,-1,2169.6,88310,0.6316,0.61324,325,207
3,50,5,-1,2179.8,46131,0.6316,0.61331,325,211
3,50,5,-1,2190,40362,0.6316,0.61406,323,213
3,50,5,-1,2200.2,28729,0.6316,0.61403,323,211
3,50,5,-1,2220.5,46388,0.6316,0.61322,325,206
3,50,5,-1,2301.8,41915,0.6316,0.61357,324,205
3,50,5,-1,2334.9,84108,0.6316,0.61396,323,207
3,50,5,-1,2345.5,68954,0.6316,0.61367,324,211
3,50,5,-1,2355.7,76810,0.6316,0.61293,326,210
3,50,5,-1,2365.9,1.0625e+05,0.6316,0.61365,324,210
3,50,5,-1,2376.1,1.0859e+05,0.6316,0.61405,323,212
3,50,5,-1,2386.3,1.1003e+05,0.6316,0.61365,324,210
3,50,5,-1,2396.5,99203,0.6316,0.61396,323,207
3,50,5,-1,2406.7,1.3715e+05,0.6316,0.61362,324,208
3,50,5,-1,2416.8,1.1325e+05,0.6316,0.61322,325,206
3,50,5,-1,2427,68596,0.6316,0.61363,324,209
3,50,5,-1,2437.2,67652,0.6316,0.61327,325,209
3,50,5,-1,2447.4,1.0352e+05,0.6316,0.61362,324,208
3,50,5,-1,2457.5,88674,0.6316,0.61324,325,207
3,50,5,-1,2467.7,92980,0.6316,0.61401,323,210
3,50,5,-1,2477.9,1.0356e+05,0.6316,0.614,323,209
3,50,5,-1,2488.1,57261,0.6316,0.61434,322,208
3,50,5,-1,2498.2,72240,0.6316,0.61324,325,207
3,50,5,-1,2518.7,49247,0.6316,0.61363,324,209
3,50,5,-1,2528.8,94196,0.6316,0.61585,318,212
3,50,5,-1,2539,60169,0.6316,0.6158,318,209
3,50,5,-1,2549.2,92549,0.6316,0.61582,318,210
3,50,5,-1,2569.7,83290,0.6316,0.61618,317,210
3,50,5,-1,2579.9,57180,0.6316,0.61614,317,208
3,50,5,-1,2590.1,89123,0.6316,0.61614,317,208
3,50,5,-1,2600.3,1.133e+05,0.6316,0.61652,316,209
3,50,5,-1,2610.4,1.0685e+05,0.6316,0.6158,318,209
3,50,5,-1,2620.6,87705,0.6316,0.61683,315,206
3,50,5,-1,2630.8,1.0705e+05,0.6316,0.61651,316,208
3,50,5,-1,2641,1.2337e+05,0.6316,0.61578,318,208
3,50,5,-1,2651.1,1.3469e+05,0.6316,0.61582,318,210
3,50,5,-1,2661.3,1.6264e+05,0.6316,0.61616,317,209
3,50,5,-1,2671.4,1.7448e+05,0.6316,0.61687,315,208
3,50,5,-1,2681.7,1.2639e+05,0.6316,0.61688,315,209
3,50,5,-1,2691.8,1.3709e+05,0.6316,0.61728,314,211
